"V1","V2","V3"
4.58781234006285,-3.07921190839993,1.6756259277463
-1.45470154900003,-3.7864182921955,7.23303676582873
-2.46659201152702,-1.1612002998803,9.0557796228677
-1.6482841413828,-8.64586704048111,9.88459839951247
-6.54675260121074,-9.76109273881635,-5.69414442870766
-5.27487024623084,-9.68898398599553,-4.71748110838234
-5.31968098925871,-2.20774321356433,1.83351150713861
3.5030998548843,-7.01428688166085,-3.47679143305868
-9.05261719744591,-1.31192049152522,-7.83515626098961
3.92595233671342,-6.13716003679701,3.79240866284817
1.10865924568529,-0.382995322118553,3.60415741801262
-2.07713796031054,-5.37225924753353,-1.09473170246929
-5.22362761145852,-9.06006519368817,-0.847830721177161
-8.64478709574284,-3.62823153984703,2.63918597716838
3.77916868787363,-6.15270344672854,5.84793556015939
2.32485871172082,-5.21889243140401,7.53098228946328
0.109889886482287,-6.45108222485113,1.3640465401113
-5.5383243381351,-2.46347004298129,-3.72434203047305
5.28198321074113,-5.20360025133643,0.58622513897717
-9.96690763132502,-3.37086200102883,1.08893546741456
-9.68995327347126,-4.05943767079442,7.44566385168582
1.55478470845425,-1.12727424245797,7.13430877309293
-8.83471572580961,-1.65394366834616,5.85088008549064
-1.17445529877398,-2.18845320974156,9.02678466867656
0.329855839935215,-4.4645245160071,4.51015133410692
-2.561672798281,-9.091297320236,-9.01188184507191
-5.9187083833951,-1.31416377528626,2.48668394051492
1.75827261856608,-5.49772088940803,7.61440337169915
-8.86304870687204,-5.67206405964048,8.82818538229913
0.67257216996904,-2.48686937159249,-9.02132024522871
-5.08227574548838,-6.67378000455464,-4.73619670141488
-1.12311293235282,-5.34537584735918,-6.44052288960665
-0.446315228708453,-4.80190312048402,-6.31854786537588
-2.32510340410257,-2.35479768347586,-2.7334970375523
-2.22617850206417,-5.86289032885788,5.88559688068926
-5.45612755473969,-2.72944479369972,-6.40127989463508
-1.32624832860869,-3.49500210624801,-3.92252413090318
-5.19545968038027,-6.72179938679145,1.65259004104882
-4.85489222349508,-4.03835348116927,-1.6186565766111
-8.66842284116131,-6.74684439532503,7.54935401491821
-4.52683813053268,-1.56095930356435,0.0752390129491687
3.27509718530898,-5.02515734493362,-0.562744820490479
0.861945054585176,-9.63330561830032,3.18290787748992
-3.89152505656314,-0.865432013495704,-4.80999879539013
-6.09789721740212,-2.62199938497264,4.51380139216781
2.82308668619956,-6.21673211525572,-1.23811205849051
-9.8169749612829,-2.81602752400276,-5.67468427587301
1.52681312773267,-4.32060349079449,-8.52798614185303
-7.36375022237607,-6.901472001513,-2.7063007093966
0.193483568317417,-1.77133203906948,-6.94361484609544
-9.24547645488937,-7.14138526723337,1.30807822570205
5.22729602838888,-2.8919653794617,7.22609220538288
-5.20426741215277,-8.84267786283177,-3.37933779228479
-4.00990571166162,-9.71523726353185,7.06921311095357
-6.66227880338249,-3.44397282160515,-5.09426164906472
-5.00001245414402,-0.775689718084807,9.05423704534769
1.87253537628725,-3.1022888267349,2.76171781588346
-3.08967615676337,-0.597402363862326,6.47039110772312
-6.58956516379133,-4.36176658964265,0.0832242984324694
3.42483413541841,-2.33441256172399,5.53740211762488
-2.83195678247854,-4.22533832625103,-4.86981795169413
-6.84032505625709,-8.26779331641965,7.08420229610056
-7.81727196173881,-7.37047920444724,-3.77298718318343
-9.15716390710052,-1.47796835031633,3.98631841875613
-9.02318349255391,-6.25803324581423,7.2160596260801
-0.0277934497476817,-4.88969891746168,-8.30565180629492
-8.09304010742204,-1.14769549695645,8.85560777969658
4.98381984443856,-8.374525421191,8.92487224191427
-1.27455626565004,-8.70372101113528,-6.96824928745627
4.08904916411942,-6.97278687863519,-3.67407778277993
-8.13131410174528,-9.87376561011838,-2.61712872888893
-0.695143801285923,-3.69468732143495,2.48834455385804
-0.22757797159117,-1.25650336154783,2.70442673470825
-1.83169908130336,-7.55910979670847,-0.934075443074107
1.10801638062712,-1.27734371062049,-7.71943193394691
3.72106770268602,-8.22514409162585,-8.44049295410514
-1.7159639701594,-5.631100996807,-6.87445197254419
-1.54694144940885,-4.58655466566361,-6.68185607064515
-0.0942426802315488,-7.78461503275789,-0.852692611515522
-9.05428883964221,-3.66483815967778,-0.426748543977737
2.08820578458427,-4.04390968739571,5.56760538369417
0.684378703950943,-9.35799991364948,-5.10046030860394
-5.11416463122517,-3.50085227300479,4.23310225829482
-3.13595882224622,-9.4840180137215,0.136662251316011
-3.96090930602126,-0.834785563863919,-6.72582666855305
4.14464070213599,-4.56201036817379,7.70067130215466
9.18334157972819,8.66495770069965,-1.8963889637962
8.97295732297626,4.34068835956875,-6.19290622882545
4.40506712598667,7.06792799148566,5.06939192768186
6.95729475229785,7.56093367973914,0.354912499897182
9.42753229935759,6.63145754990219,-5.10296613443643
8.07897097572253,2.64913226856862,-4.61359868757427
6.54719847744416,2.84767934631776,-0.717471167445183
4.91846207957694,5.63716207128365,3.33626125473529
6.64095666994717,1.05015241789065,2.57301588542759
7.86297377406049,9.28450137943301,7.15905050747097
7.53757794544972,0.723353466793143,6.66174958460033
8.73896878048029,9.61514880108565,7.03920783475041
7.202486002516,8.76410977305134,6.24316131696105
6.2951750128321,9.63642174349905,6.76757211331278
9.99829267432737,7.55891225588753,-4.01058451738209
7.09151909070162,1.28094186928193,3.06955376639962
6.45532409860821,9.19634928563544,1.48080553859472
5.12937339181703,3.78357728220499,6.81697561405599
6.15706463516793,2.33519576947176,0.109787108376622
8.82636346184234,9.75230912225699,1.42162464093417
9.80977448942641,5.93667021980259,-2.9884269554168
7.13766104668879,0.0576938957207229,-1.72758555039763
7.83664327093055,9.86741345906237,-8.04962826892734
9.22745445686128,4.27154887290163,7.32743773143739
8.91016203020264,-0.0447876921300381,9.35380782466382
6.81818199585016,8.15329067837725,-1.31038188003004
9.99681726655923,6.80782229734485,-4.87295655533671
7.09691816814384,2.68012128582112,-8.48675743676722
5.81325007068534,-0.161234996637415,-5.46941353473812
8.84755824466132,4.3056899251103,-9.57945512607694
5.61709056438728,8.22136841912273,-8.3366876700893
4.79183728699563,8.34350299067468,-8.96729359403253
6.62078922716275,3.0238964404118,9.60903035942465
9.89758933768536,7.60166383080412,-1.15297854412347
9.17211348588261,-0.423396935086009,5.07636013440788
5.9164733080238,2.94556222998603,6.74863441847265
5.51130193978324,9.10140783299789,-1.13618730101734
4.76903893897254,0.72164882648948,7.40977414883673
9.07103446249642,4.14012889931972,1.67848534416407
7.70624230311434,5.19398730457458,-4.07234730664641
5.91268780418518,2.6967623371285,0.640048482455313
7.04281310438496,2.42057428367576,-5.72820710483938
5.15765871142374,7.89118317336684,-6.88922457396984
6.2030811661795,9.73060532170658,-9.00546672288328
5.20020793479986,2.61026677252376,1.75269394181669
5.90781369371793,8.67302496922235,-0.917178043164313
7.66562346605438,5.33714316449487,6.62340783048421
9.11389610115621,9.00509163687404,-8.32770084030926
9.83942047603773,6.87242013433303,1.18563371710479
9.84072541173848,5.45191978340894,-3.64046168979257
9.59805634325024,2.84420311734704,8.07467970065773
5.46183127085163,-1.33525875115394,-2.76252397801727
4.71317877662752,9.43806876225868,-4.75933524314314
9.54552467477485,-0.722958616879271,0.542551940307021
4.32601565382984,0.88282155345746,3.42904930002987
9.46627477394945,2.70533798113435,9.12257060874254
8.96289588082834,8.50924098073772,-2.76688881218433
4.46878325258872,3.02060115231978,8.04235686548054
8.79041890715773,3.30332503346104,-2.18194439541548
9.03333434584926,-1.17891973467717,2.29200500994921
6.22709306915316,5.14706779889119,7.3514644196257
9.5780298837361,4.00718283558353,4.09963852260262
4.56756346557644,-0.219070291726041,-3.1762875104323
4.8012004540782,5.75410538725879,7.53996207844466
8.32953974642163,8.05762559724951,7.56067982409149
8.65966320278779,9.42759996245634,-8.8464546110481
6.47194764387599,1.12284088000617,-0.659945602528751
7.29283580257469,0.494902424014516,9.36184799298644
7.67938240637055,3.40039846860513,-9.69560905825347
9.70562778803407,-1.34698385670632,8.26223598793149
6.48110539048423,-0.573613209070095,-3.75612388830632
6.82406853067675,8.58914376640449,-7.44107474107295
8.22223342730027,9.95548766221055,7.89683306589723
5.79246178183967,6.75274993608837,4.54322874546051
4.38733509803025,1.99916816108558,7.80957546085119
4.89513492612266,8.01744579842655,-4.25074563361704
4.84109955736325,-0.790389761980738,7.86206525750458
8.32743882563494,5.87274185321066,-4.09691763110459
8.43599595039088,4.2942217872173,-6.59414195455611
8.5762821179899,9.33304385673,9.62318456731737
4.53368303773231,3.64314152155475,4.89780917298049
8.80054493388729,8.96909652245586,-0.310705881565809
8.26482052539168,1.77724458770927,0.509042819030583
7.07800938714944,4.8466899173448,-3.00789970438927
9.51531240633489,8.56595420039323,2.13756224140525
7.48656511068066,5.40030307708387,-6.13674164284021
6.42215567053434,8.40404834820633,-7.42145592346787
7.97475982915981,6.43254644853518,5.22982441820204
5.27091505856246,9.17915449323386,5.14206494670361
6.74829233712669,5.57632013358766,-5.94837716780603
8.90758787861694,6.73540998961666,-0.913766678422689
6.97439357704602,7.34981931636693,-8.49691831041127
6.38113268692084,3.37354279199928,0.480236392468214
8.30694239887261,5.06020527454588,8.67632369045168
6.9077172571781,5.22577689314707,-2.6127308793366
6.51214801883938,0.172525443163093,-6.57421849668026
7.98812370589681,8.19900326024099,-4.91104097571224
8.55572106814188,2.43594257741476,2.11364241316915
7.66671124550964,5.44424269620689,-2.20817862544209
8.53182569703428,4.70678423671693,3.41897532343864
7.94893900689402,4.49357604984326,-0.0325063476338983
8.42400972891419,-0.162392464395519,3.91049459576607
7.39997903975224,4.34651898829837,-9.05793953221291
8.30258542179622,4.80667596577061,3.57978575397283
8.98915764359389,2.21242226161124,-3.84164291899651
9.30252964686881,-1.23026629123737,1.39586681500077
7.83036248243774,3.34423701762595,3.92724189441651
9.44290739968783,0.544058953384393,8.47816415131092
5.27731491487822,9.93397121223503,8.72408036142588
5.21523653047832,1.80333429635296,0.571727189235389
6.19756888680832,2.68612520138907,-8.91399331856519
7.33776004384537,2.29097922817459,9.25593041814864
8.7196433351305,5.74377424369113,3.17549257073551
7.13669450057779,-0.678046640753548,2.34290332533419
8.43467257655751,9.24311351040526,-9.84639236703515
7.57676926449494,1.53175744347514,-4.66771645471454
9.50647714979611,0.902034862710889,3.76345390919596
9.74361513963904,5.2126838827062,-2.76512979529798
7.80422053234949,0.190447443529985,6.60452464595437
6.97822272191447,1.31327977943267,-4.47782100643963
8.74677769012364,6.6900569835023,-6.46323162596673
5.6475821505542,-0.035150746989399,2.81632762402296
5.37490131487505,6.23673055795684,3.74510093592107
7.89675167223822,2.9347734033983,-2.5789494253695
9.21733885410948,9.39226315905006,1.51444531045854
9.45639329578296,3.14855484638917,8.64698244258761
4.4062715753915,-0.766516190574419,-0.603288151323795
5.7012049005397,8.71602705709392,2.64591170474887
5.19638462794316,4.21583768918083,7.95197212137282
4.73506271303342,1.26629322213181,-0.576667860150337
6.72176227012234,-0.631145609609642,1.98996642138809
4.79799739049508,3.03144090964925,9.86740054562688
9.43455243081237,9.77440913522592,7.62219256721437
5.00422013933768,8.01320384506743,3.84363065939397
5.88337881703435,4.32573133481262,-2.46282622683793
7.51600299613863,-1.19311675902804,2.81123827211559
9.76280469620367,6.4157379958726,-6.07851887587458
9.07758467582888,7.52365237677826,2.05119536723942
7.22818319090871,-0.183489620692102,-0.877254079096019
6.61361969199864,0.290181871596494,7.44128804653883
9.25593203519328,5.78932909831363,8.18315369077027
5.4405535476374,1.95895954113382,-2.82888032030314
5.48209808995292,6.12196720851711,-3.10355615336448
8.88191970767858,4.54253643615536,-4.72364883404225
8.35449668767088,4.34938545156469,-6.33343878667802
8.36960531867983,1.6902969343381,7.25972075015306
9.19402509210084,1.12875682308949,9.04280597809702
7.58750399257493,7.85734845486271,-6.86771941836923
7.434465850737,1.61369509985307,-7.1151693770662
8.64342130973764,9.12823768549108,2.40633428562433
7.57299868695335,-0.290896952846241,-2.56187976337969
7.78850208337245,5.9773766886154,-3.47507569938898
6.79288061589097,1.22797978334523,-7.02787599526346
7.303764747776,2.47716745324269,0.638560308143497
8.55887158829153,-1.31768246930804,4.23112355172634
7.62635488529854,5.41964295467124,-6.6405703406781
6.14375588163623,-1.32454913898599,-7.5186663819477
4.45286547740025,5.81227791814779,-7.76920769829303
6.27397953959553,-1.16055026285495,8.20774333551526
9.96016326797714,6.59580683023462,-4.23690254800022
9.7001844481862,9.12762741410641,-2.3918194277212
5.77931364333666,1.22251346152034,-1.91069005057216
8.620348291029,0.529552367976786,9.76613463368267
5.15088358261435,4.20846287965087,-6.21176477987319
4.70836079578197,7.09701467127029,-4.72731622867286
7.40309224150385,9.24825224406832,7.80407120008022
6.60697941236486,-1.30806080577271,-0.596612840890884
7.39604546258585,4.70556569019331,-4.1331394482404
8.41023749805957,9.93130266058372,5.9797200653702
7.59162711061124,9.03147003336306,-8.55807022657245
8.47483043773056,8.92257592438749,-0.756444116123021
6.41350215712998,8.81617702197902,-7.3758118506521
5.01928913639423,0.0904572497876046,9.05732701532543
6.31021685788951,7.20139923464625,9.94801459368318
6.06370123007704,9.20502576387897,-2.84852254670113
8.82975752148321,-0.0530453055962332,3.95315658766776
7.05080127298717,6.00122208754041,-5.64650311134756
7.4750068551641,4.83279931671484,-8.65842049010098
8.13683872634668,9.37840480281912,-1.61160388961434
9.09657114871716,2.25518965293637,4.97181637212634
